PHÂN LOẠI VIDEO,THÔNG TIN TRÍCH XUẤT THEO LOẠI,THÔNG TIN CHUNG,row_index,THÔNG TIN TRÍCH XUẤT,phan_loai_video,thong_tin_theo_loai,thong_tin_chung,loại_video,thông_tin_loại,thông_tin_chung,thong_tin_video,REVIEW ĐỒ ĂN,NẤU ĂN,MUKBANG,KHÁC,thông_tin_chi_tiet,thong_tin_trich_xuat,thong_tin_review_do_an,thong_tin_loai,error,PHAN_LOAI_VIDEO,THONG_TIN_THEO_LOAI,THONG_TIN_CHUNG,THÔNG TIN BỔ SUNG,thong_tin_khac,video_type,category_info,general_info,PHÂN LOẠI VIDEO (dự phòng - nội dung chính khác với phân loại),THÔNG TIN TRÍCH XUẤT THEO LOẠI (dự phòng - nội dung chính khác với phân loại),THÔNG TIN KHÁC,loai_video,OUTPUT_FORMAT,Lý do phân loại Review đồ ăn,Lý do chọn 'ngoài đường' làm địa điểm,Lưu ý về 'tên_quán',review_info,nau_an_info,mukbang_info,khac_info,THONG_TIN_TRICH_XUAT,Phân loại video,Thông tin trích xuất,Thông tin chung,thông_tin_trích_xuất,message,extracted_info,common_info,phân_loại_video,thông_tin_theo_loại,phan_tich_them,thong_tin_nau_an,thong_tin_mukbang,thong_tin,LƯU Ý,thông_tin_chi_tiết,ghi_chu,1. PHÂN LOẠI VIDEO,2. THÔNG TIN TRÍCH XUẤT THEO LOẠI,3. THÔNG TIN CHUNG
Khác,"{'KHÁC': {'chủ_đề': 'khu vui chơi giải trí', 'từ_khóa': ['khu vui chơi', 'trò chơi độc lạ', 'bình dương', 'bến lức', 'tân lập'], 'tóm_tắt': 'Video giới thiệu khu vui chơi Tân Lập ở Bình Dương với nhiều trò chơi độc đáo, mới lạ và giá cả phải chăng, phù hợp cho dịp Tết, cách Sài Gòn khoảng 30-45 phút di chuyển.'}}","{'giá_cả': {'vé_vào_cổng': '100 cành', 'đồ_ăn': '30 cành/phần', 'nước_uống': '5-10 cành'}, 'tên_quán': 'khu vui chơi Tân Lập', 'giờ_hoạt_động': 'từ sáng đến chiều', 'số_người': 'không đề cập cụ thể'}",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['Tôm càng kho tàu', 'Chuột ướp sả chiên'], 'món_phụ': ['Sinh tố lúa mạch'], 'nguyên_liệu': ['tôm càng sông', 'chuột đồng', 'sả'], 'đánh_giá': 'tích cực'}}",{'tên_quán': 'chợ quê cô ngọc'},230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Mua đồ ăn đường phố', 'từ_khóa': ['煎餅果子', '雞蛋', '香菜', 'mua đồ ăn', 'đặt món'], 'tóm_tắt': 'Khách hàng đặt mua bánh Jianbing Guozi với nhiều trứng, thịt xông khói, thăn lợn và rau mùi từ người bán hàng.'}}","{'món_chính': '煎餅果子', 'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 2}",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,232,,Review đồ ăn,"{'review_do_an': {'mon_chinh': ['bò bía'], 'dia_diem': ['hồ tây', 'hà nội'], 'danh_gia': 'tích cực'}}","{'gia_ca': ['5.000', '10.000', '15.000'], 'ten_quan': 'bò bía thanh kiều', 'gio_hoat_dong': '2:30 chiều', 'so_nguoi': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['lẩu xí quách', 'xí quách bò', 'xí quách heo', 'bò viên ngũ sắc', 'lòng bò', 'lẩu thái sim xanh'], 'địa_điểm': 'Quận 6, Hồ Chí Minh', 'đánh_giá': 'tích cực'}}","{'giá_cả': ['100.000 VNĐ (lẩu xí quách)', '150.000 VNĐ (lẩu xí quách bò)', '35.000 VNĐ/100gr (bò viên ngũ sắc)', '35.000 - 50.000 VNĐ/phần (lòng bò, xí quách bò)'], 'tên_quán': 'Chà Bá', 'giờ_hoạt_động': '2:00 chiều', 'số_người': 'Nhiều'}",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'chả giò hải sản sốt mayonnaise', 'món_phụ': None, 'nguyên_liệu': ['tôm', 'mực', 'cà rốt', 'bắp', 'tỏi', 'táo', 'lê', 'sốt mayonnaise', 'hạt nêm', 'tiêu', 'bột chiên giòn', 'trứng', 'bột chiên xù', 'dầu đậu nành'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'tteokguk (canh bánh gạo)', 'món_phụ': ['trứng gà chiên (lòng đỏ và lòng trắng)', 'rong biển'], 'nguyên_liệu': ['bánh gạo ngũ sắc', 'nước hầm xương', 'muối', 'hạt nêm', 'lòng đỏ trứng gà', 'lòng trắng trứng gà', 'rong biển'], 'đánh_giá': 'trung lập'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'gia đình'}",236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['hủ tiếu nước', 'hủ tiếu khô'], 'địa_điểm': ['Sài Gòn', 'chợ Bà Chiểu'], 'đánh_giá': 'tích cực'}, 'NẤU ĂN': None, 'MUKBANG': None, 'KHÁC': None}","{'giá_cả': None, 'tên_quán': 'quán hủ tiếu của cô Phúc', 'giờ_hoạt_động': None, 'số_người': None}",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 2}",238,"{'món_chính': 'kẹo dẻo khổng lồ', 'địa_điểm': None, 'đánh_giá': 'tích cực'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,239,,,,{},Khác,,,,,,,,,,,"{'chủ_đề': 'Nghèo đói, thiếu ăn', 'từ_khóa': ['cơm', 'đói', 'nghèo', 'bữa ăn', 'thiếu thốn'], 'tóm_tắt': 'Transcript mô tả tình cảnh thiếu thốn cơm ăn trong gia đình nghèo, thể hiện mong muốn có bữa ăn đầy đủ.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,240,,,,,,,,,,,,,,,,,Failed to process after multiple attempts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,241,,,,,,,,,,,,,,,,,Failed to process after multiple attempts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,242,,,,,,,,,,,,,,,,,Failed to process after multiple attempts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'khu vui chơi giải trí', 'từ_khóa': ['khu vui chơi', 'Bến Lức', 'Long An', 'trò chơi', 'giá vé'], 'tóm_tắt': 'Video giới thiệu khu vui chơi mới tại Bến Lức, Long An với nhiều trò chơi hấp dẫn như cầu trượt phao, tàu lượn siêu tốc, bạt nhúng, leo núi và các trò chơi vận động khác. Khu vui chơi có giá vé phải chăng và phù hợp cho gia đình, nhóm bạn vào dịp lễ Tết.'}}","{'giá_cả': {'vé_vào_cổng': '100 cành/người (trọn gói)', 'cơm_mì_nuôi': '30 cành/phần', 'kem_nước': '5-10 cành'}, 'tên_quán': 'Khu vui chơi Bến Lức, Long An (không tên cụ thể)', 'giờ_hoạt_động': 'Không đề cập', 'số_người': 'Không đề cập cụ thể'}",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,244,,Review đồ ăn,,"{'gia_ca': {'cá hồi': '80 cành', 'bạch tuộc (2 con)': '550 cành'}, 'ten_quan': 'chợ và quán vỉa hè', 'so_nguoi': 1}",,,,,,,,,,,"{'cac_mon_chinh': [{'mon_chinh': 'cá hồi', 'dia_diem': 'chợ', 'danh_gia': 'tích cực'}, {'mon_chinh': 'hào', 'dia_diem': 'chợ', 'danh_gia': 'trung lập'}, {'mon_chinh': 'bánh hải sản', 'dia_diem': 'quán vỉa hè (phong cách Mỹ)', 'danh_gia': 'tiêu cực'}, {'mon_chinh': 'bạch tuộc', 'dia_diem': 'chợ', 'danh_gia': 'tích cực'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,246,,,,,Khác,"{'chủ_đề': 'Không có thông tin', 'từ_khóa': 'Không có thông tin', 'tóm_tắt': 'Không có thông tin do transcript trống'}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,247,,Review đồ ăn,"{'review_do_an': {'mon_chinh': ['xiên nướng thịt', 'xiên ba tê rương', 'xiên thập cẩm', 'xiên thường', 'xiên thịt gà', 'xiên xúc xích'], 'dia_diem': 'vỉa hè / đường phố', 'danh_gia': 'tích cực'}}","{'gia_ca': {'xiên thịt gà': '8 nghìn', 'xiên xúc xích': '10 nghìn'}, 'ten_quan': None, 'gio_hoat_dong': None, 'so_nguoi': 'nhiều người (5+)'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,248,,Khác,,{},,,,,,,,,,"{'chu_de': 'tình yêu và nỗi nhớ', 'tu_khoa': ['thương nhớ', 'mùa xuân', 'hoa thắm', 'trở về', 'em'], 'tom_tat': 'Đoạn transcript là lời một người nhớ thương người yêu và trở về thăm em trong khung cảnh mùa xuân.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'canh gà hầm sâm', 'món_phụ': 'cơm cháy', 'nguyên_liệu': ['gà', 'sâm tươi', 'bào ngư', 'bạch tuộc', 'thảo dược cắt sẵn', 'tỏi', 'hành baro', 'nếp'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': '3+'}",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh canh cua'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': {'bánh canh cua': '100 xoài/thố', 'giò heo': '+13 xoài'}, 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,"{'MUKBANG': {'món_chính': ['chân gà', 'chân gà rút xương', 'chân gà x2'], 'số_người': '1', 'đánh_giá': 'tích cực'}}","{'giá_cả': 'hợp lý', 'tên_quán': 'annarala', 'giờ_hoạt_động': None, 'số_người': '1'}",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'cháo bào ngư', 'món_phụ': [], 'nguyên_liệu': ['gạo rang', 'bào ngư', 'nấm hương', 'cà rốt', 'dầu mè', 'răng bào ngư', 'nước'], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': 'Suhe shop (tỏi đen, tinh dầu hoa anh thảo)', 'giờ_hoạt_động': [], 'số_người': []}",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'gà luộc', 'món_phụ': 'muối chấm chẳm chéo', 'nguyên_liệu': ['gà', 'muối', 'chẳm chéo'], 'đánh_giá': 'trung lập'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh mì thập cẩm', 'xôi'], 'địa_điểm': ['Hà Nội', 'Đại học Sư phạm Hà Nội', 'cổng ký túc xá', 'ngõ 199 Trần Quốc Hoàn', 'ngách 10'], 'đánh_giá': 'tích cực'}}","{'giá_cả': ['bánh mì thập cẩm: 20.000 VNĐ/chiếc', 'xôi: 20.000 VNĐ/suất (ước tính)'], 'tên_quán': 'quán bánh mì của chị Hiền', 'giờ_hoạt_động': None, 'số_người': None}",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['phở bò', 'phở thập cẩm'], 'địa_điểm': ['Sài Gòn', 'cạnh chợ Thái Bình'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': 'phở cô Hạnh', 'giờ_hoạt_động': '9:00', 'số_người': None}",257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['quả lạ siêu cứng'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'Kim chi', 'món_phụ': 'Thịt nướng', 'nguyên_liệu': ['củ cải trắng', 'cải thảo', 'hành lá', 'ớt đỏ', 'ớt bột', 'tỏi', 'muối', 'nước mơ ngâm'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'gia đình'}",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Âm nhạc, Giải trí', 'từ_khóa': ['nhạc', 'dj dương', 'say sưa', 'vui vẻ', 'cười tươi'], 'tóm_tắt': 'Đoạn transcript này có vẻ là lời bài hát hoặc một phần của video âm nhạc, nói về cảm xúc vui vẻ, say sưa trong âm nhạc và nhắc đến DJ Dương.'}}",{},261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'ốc bươu nướng tiêu xanh', 'món_phụ': None, 'nguyên_liệu': ['ốc bươu xanh', 'tiêu xanh', 'tỏi', 'ớt', 'đường', 'nước mắm', 'tương ớt', 'bột ớt', 'nước lọc', 'nước cốt tắc', 'sả', 'lá chanh', 'than'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Nỗi lo lắng về lượt xem video và sự tự ti về ngoại hình khi bị nhận ra', 'từ_khóa': ['lượt xem thấp', 'nổi tiếng', 'mắc cỡ'], 'tóm_tắt': 'Người nói bày tỏ sự lo lắng về việc video có lượt xem thấp hơn bình thường và cảm thấy ngại ngùng, tự ti khi bị nhận ra ở nơi công cộng vì cảm thấy ngoại hình không được như mong đợi.'}}",{},263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,{},264,"{'KHÁC': {'chủ_đề': 'Review lâu đài kinh dị ở Sài Gòn', 'từ_khóa': ['lâu đài kinh dị', 'Sài Gòn', 'Suối Tiên', 'Đầm Sen', 'review'], 'tóm_tắt': 'Video review top 3 lâu đài kinh dị ở Sài Gòn, đánh giá lâu đài phép thuật Suối Tiên là kinh dị nhất so với Đầm Sen và 18 tầng địa ngục Suối Tiên.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['muỗng', 'đũa', 'chén'], 'địa_điểm': [], 'đánh_giá': 'tiêu cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': ['2']}",265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['mì tương đen', 'mì champong'], 'món_phụ': [], 'nguyên_liệu': {'mì tương đen': ['mì tươi', 'ba chỉ', 'tương đen', 'hành paro', 'bí ngồi', 'rượu nấu ăn', 'nước tương', 'đường', 'bột ngọt', 'dầu hào', 'tinh bột khoai tây', 'dầu mỡ heo'], 'mì champong': ['mì tươi', 'hải sản', 'bạch tuộc', 'vẹm', 'tôm', 'rau', 'dầu ớt', 'ớt bột', 'nước hầm xương', 'bột nêm gà', 'bột ngọt', 'muối']}, 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'gia đình'}",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['Pizza', 'cánh gà nướng'], 'món_phụ': [], 'nguyên_liệu': ['cánh gà', 'muối tiêu hàn quốc', 'bột ngọt', 'muối', 'dầu hào', 'bột mì', 'đường', 'sữa', 'bắp', 'phô mai', 'xúc xích', 'tương cà chua', 'hành barô', 'nấm mỡ', 'ớt chuông'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 'gia đình'}",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['cá trích ép trứng'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu lãng mạn', 'từ_khóa': ['đê mê', 'vợ yêu', 'cười tươi', 'say sưa', 'nhạc'], 'tóm_tắt': 'Lời bài hát thể hiện tình yêu lãng mạn, sự đê mê trong tình yêu và mong muốn tình yêu kéo dài.'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 2}",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'cá hấp trứng', 'món_phụ': 'muối tiêu ớt', 'nguyên_liệu': ['cá biển (giống cá đối)', 'trứng cá', 'sả', 'muối', 'tiêu', 'ớt'], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'gần 500 yên / 3 con cá (khoảng 80 cành)', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 1}",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,271,,Khác,"{'chu_de': 'Tình yêu đôi lứa', 'tu_khoa': ['tình yêu', 'bữa cơm', 'gia đình', 'kho cá', 'cam kết'], 'tom_tat': 'Bài hát/đoạn thoại về tình yêu đôi lứa, sử dụng hình ảnh bữa cơm gia đình và món ăn (cơm, cá kho) như biểu tượng của sự gắn kết và cam kết bên nhau trọn đời.'}",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",272,"{'KHÁC': {'chủ_đề': 'Không có nội dung', 'từ_khóa': ['không có nội dung', 'transcript trống', 'dữ liệu rỗng'], 'tóm_tắt': 'Không có transcript video để phân tích.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,273,,Khác,"{'khac': {'chu_de': 'Tưởng nhớ mẹ và chuẩn bị cúng giỗ', 'tu_khoa': ['mẹ', 'cúng giỗ', 'gia đình', 'ăn chay', 'mì cay'], 'tom_tat': 'Video ghi lại quá trình chuẩn bị cúng giỗ mẹ đã mất 8 năm, người nói chia sẻ về mẹ, đi siêu thị mua đồ chay và nấu mì cay cho gia đình.'}}","{'gia_ca': ['Xồi: 3 trái 4000 (giảm giá từ 3000/trái)'], 'ten_quan': None, 'gio_hoat_dong': None, 'so_nguoi': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bạch tuộc trộn dầu cây'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'Bánh chưng rán', 'món_phụ': 'Tương ớt', 'nguyên_liệu': ['Bánh chưng', ""Dầu ăn (ngụ ý từ 'rán giòn')""], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,276,,Khác,"{'chu_de': 'cuộc sống và gia đình', 'tu_khoa': ['cuộc sống', 'gia đình', 'tiền bạc', 'nhà', 'áp lực'], 'tom_tat': 'Video bàn về những khó khăn trong cuộc sống, tầm quan trọng của tiền bạc và giá trị của gia đình như một nơi bình yên.'}",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,277,,Nấu ăn,"{'mon_chinh': 'cháo gà', 'mon_phu': 'gỏi rau tiến vua', 'nguyen_lieu': ['đùi gà', 'rau tiến vua', 'hành'], 'danh_gia': 'tích cực'}","{'gia_ca': 'ốc mua 14 won', 'ten_quan': None, 'gio_hoat_dong': None, 'so_nguoi': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,278,,Nấu ăn,,"{'gia_ca': None, 'ten_quan': None, 'gio_hoat_dong': None, 'so_nguoi': '2 người (một phần ăn)'}",,,,,,,,,,"{'loai_video': 'Nấu ăn', 'nau_an': {'mon_chinh': 'mì ý', 'mon_phu': 'steak (ăn kèm thêm)', 'nguyen_lieu': ['mì ý', 'mì ý sốt thịt viên cà chua (hộp)', 'mì ý sốt kem nấm (hộp)', 'gói sốt thịt viên cà chua', 'gói sốt kem gà nấm', 'rau mùi tây (gói)'], 'danh_gia': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,279,,Khác,"{'KHÁC': {'chủ_đề': 'tình yêu tan vỡ, chia tay', 'từ_khóa': ['chia tay', 'xa nhau', 'phai màu', 'nỗi đau', 'duyên'], 'tóm_tắt': 'Đoạn transcript thể hiện tâm trạng buồn bã và chấp nhận sự chia ly trong tình yêu. Người nói mong người yêu cũ tìm được hạnh phúc và tình yêu thật lòng, dù biết rằng tình cảm có thể phai nhạt theo thời gian.'}}",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu, cảm xúc say đắm', 'từ_khóa': ['say đắm', 'đê mê', 'say xưa', 'cười tươi', 'kỷ niệm'], 'tóm_tắt': 'Đoạn transcript thể hiện cảm xúc yêu đương say đắm, như đang đê mê và say xưa trong tình yêu. Người nói bày tỏ mong muốn giữ mãi trạng thái cảm xúc này và nhớ về một ngày đặc biệt.'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,281,,Khác,"{'KHÁC': {'chủ_đề': 'Quy trình sản xuất thanh cua công nghiệp', 'từ_khóa': ['thanh cua', 'sản xuất', 'quy trình', 'thịt cá', 'thực phẩm công nghiệp'], 'tóm_tắt': 'Video mô tả chi tiết quy trình sản xuất thanh cua từ nguyên liệu thịt cá đông lạnh đến khi đóng gói, làm rõ rằng thanh cua không chứa thịt cua thật.'}}",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': ['tôm đại dương: 500 yên/con (giảm từ 1 sen rưỡi)', 'cước vận chuyển HCM: 180k (1 sen 80 yên)', 'cước vận chuyển Hà Nội: 158k (950 yên)'], 'tên_quán': ['Kiến Express (dịch vụ vận chuyển)'], 'giờ_hoạt_động': [], 'số_người': []}",282,,,,,,,,,"{'món_chính': ['kẹo chua nhất thế giới', 'tôm đại dương'], 'địa_điểm': ['siêu thị'], 'đánh_giá': ['tích cực']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bún mắm'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': '50', 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': ['trứng luộc', 'trứng ốp la', 'trứng chiên hành', 'trứng chiên thịt', 'trứng kho tương', 'trứng sốt cà chua', 'chả cá bọc trứng', 'khổ qua xào trứng', 'canh bóng mây', 'trứng omelet nhật bản'], 'món_phụ': [], 'nguyên_liệu': ['trứng', 'cà chua', 'khổ qua (mướp đắng)', 'chả cá', 'thịt', 'hành', 'tỏi', 'nước tương', 'đường', 'sữa', 'gia vị (muối, bột ngọt)', 'mayonnaise', 'tương ớt'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '60-70 ngàn VND cho 10 món (trong đó 33 ngàn tiền trứng)', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
